klasa	status_baza	fullName
ZASTANA	failed	08-meetings-serwer.json | meetingBoundaryRoutes.pg.test.ts | meeting boundary — route layer (real Postgres) org B cannot read or decide an org A meeting note (404), and org A data is untouched
ZASTANA	failed	08-meetings-serwer.json | meetingBoundaryRoutes.pg.test.ts | meeting boundary — route layer (real Postgres) replays a completed command before invoking meeting intelligence again
ZASTANA	failed	09-results-serwer.json | resultsWriterInventory.denominator.test.ts | Results writer inventory — denominator gate accounts for EVERY write site in each Results route file it names
ZASTANA	failed	09-results-serwer.json | resultsWriterInventory.denominator.test.ts | Results writer inventory — denominator gate DISCOVERS Results route files from the filesystem and leaves no writer-bearing file unlisted
ZASTANA	failed	09-results-serwer.json | resultsWriterInventory.denominator.test.ts | Results writer inventory — denominator gate matches the real number of observation call sites in each instrumented file
REGRESJA	passed	09-results-serwer.json | roiFinanceSeam.routes.test.ts | POST .../finance-reconciliations 201s on success
ZASTANA	failed	09-results-serwer.json | roiGovernedVisibility20.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 governed ROI visibility (real Postgres) migration is idempotent on repeat application (repeat 0: no error, no duplicate side effects)
ZASTANA	failed	09-results-serwer.json | roiGovernedVisibility20.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 governed ROI visibility (real Postgres) structural guard: the AMD-FLOW-ROI-VISIBILITY-002 section of visibilityResolver.ts never references hasEffectiveCapability, resolveEffectiveAccess, or effectiveAccessService.js — a durable regression guard against ever reintroducing the '*' wildcard into this narrower gate
ZASTANA	failed	09-results-serwer.json | roiOpenOrgBackfillVariantB.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 Variant B — OPEN_ORG backfill (real Postgres) AFTER the backfill: same-tenant ACTIVE OWNER, ADMIN, and a current Finance-authority-grant holder all still see the legacy case — but ONLY once the governed policy is actually published for this org (fail-closed until then)
ZASTANA	failed	09-results-serwer.json | roiOpenOrgBackfillVariantB.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 Variant B — OPEN_ORG backfill (real Postgres) AFTER the backfill: the gap is closed — an ordinary member with no grant, a revoked member, an unmembered caller, and an ACTIVE ADMIN of a DIFFERENT (foreign) tenant are ALL denied the exact same case that was visible before — no existence leak (null/empty, never an error)
ZASTANA	failed	09-results-serwer.json | roiOpenOrgBackfillVariantB.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 Variant B — OPEN_ORG backfill (real Postgres) createRoiCase: a real OWNER succeeds and the new case is stamped ROI_GOVERNED (never OPEN_ORG)
ZASTANA	failed	09-results-serwer.json | roiOpenOrgBackfillVariantB.realdb.test.ts | AMD-FLOW-ROI-VISIBILITY-002 Variant B — OPEN_ORG backfill (real Postgres) running the backfill migration: scoped correctly, idempotent on repeat
ZASTANA	failed	09-results-serwer.json | roiReadSurfaceInventory.test.ts | ROI read surface inventory — ratchet gate (inventory only, NOT an authority audit) FAILS on any ROI read surface on disk that is not in the inventory — unlisted means RED
ZASTANA	failed	09-results-serwer.json | roiReadSurfaceInventory.test.ts | ROI read surface inventory — ratchet gate (inventory only, NOT an authority audit) SANITY: the detection rule finds a non-zero number of files (a silently-empty regex is a false green)
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) approver CAN approve an IN_REVIEW version — 200, row APPROVED (independent SQL)
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=approve (from IN_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=archive (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=invalidate (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=reopen (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=request_changes (from IN_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=preparer action=start_review (from READY_FOR_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=approve (from IN_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=archive (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=invalidate (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=reopen (from APPROVED): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=request_changes (from IN_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=resume_editing (from NEEDS_CHANGES): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=start_review (from READY_FOR_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=submit_for_review (from DRAFT): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) capability<->endpoint agree for role=viewer action=withdraw (from READY_FOR_REVIEW): capabilities correctly excludes it AND the real endpoint rejects it (403 FORBIDDEN), row unchanged
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) finance_admin CAN approve an IN_REVIEW version — 200, row APPROVED (independent SQL)
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) preparer (not approver/finance_admin) cannot approve an IN_REVIEW version — 403 FORBIDDEN, row unchanged (independent SQL)
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) service-level gate: role "reviewer" (HTTP-unreachable today) is still rejected by approveVersion() directly
ZASTANA	failed	10-finance-serwer.json | approveRbacGate.pg.test.ts | Finance v2 P0 fix — approve role gate + capability/endpoint consistency (real HTTP + real PostgreSQL) viewer cannot approve an IN_REVIEW version — 403 FORBIDDEN, row unchanged (independent SQL)
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /artifacts/:id for an unknown id -> 404 NOT_FOUND
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /artifacts/:id returns the artifact with its current version summary
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /artifacts/:id/capabilities reflects role + status via lifecycleService.allowedActionsFromStatus
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /artifacts/:id/versions lists versions in version_no order
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /compute/jobs/:id for an unknown id -> 404 NOT_FOUND
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) GET /versions/:id + POST /versions/:id/transitions drive DRAFT -> READY_FOR_REVIEW -> IN_REVIEW
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /artifacts creates an artifact + v1 DRAFT business version
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /artifacts with an invalid artifactType -> 400 INVALID_ARTIFACT_TYPE
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /compute/jobs enqueues, GET returns queued status, POST cancel moves to cancelled
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /compute/jobs without Idempotency-Key -> 400 IDEMPOTENCY_KEY_REQUIRED
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /compute/jobs/:id/cancel on an already-terminal job -> 404 (not cancellable, no leak of "already done" vs "never existed")
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /versions/:id/compute-snapshot freezes a snapshot for the current working revision (T8a)
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /versions/:id/transitions missing expectedVersion -> 400 EXPECTED_VERSION_REQUIRED
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /versions/:id/transitions with a stale expectedVersion -> 409 VERSION_CONFLICT
ZASTANA	failed	10-finance-serwer.json | artifacts-lifecycle-compute.routes.pg.test.ts | Finance v2 Pakiet B — artifacts/versions/compute (real HTTP + real PostgreSQL) POST /versions/:id/transitions with action=approve -> 400 INVALID_ACTION (approve routes through /models/:id/approve)
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) blocking comment: GET .../has-unresolved-blocking-comments flips true -> false across resolve
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) CROSS-TENANT: org B creating a comment on org A's businessVersionId -> 404 NOT_FOUND (pre-check), not a raw FK-violation 500; SQL confirms zero org-B comments
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) CROSS-TENANT: org B listing org A's checklist -> empty (org-scoped query, no cross-tenant leak)
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) CROSS-TENANT: org B reading org A's comment by id -> 404; org A can still read it
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /comments — neither artifactId nor businessVersionId -> 400 INVALID_QUERY
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /comments?artifactId= — lists it
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /comments/:id — round-trips the created comment
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /comments/mentions/me — the mentioned same-org user (userA2) sees it, the comment author (userA) does not, org B (cross-tenant) does not either
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /review-checklist/:businessVersionId — lists the item
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) GET /review-checklist/:businessVersionId/all-required-checked — false before check, true after
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) MOUNT PROOF: valid context + REAL router, random commentId -> 404 WITH {code:"NOT_FOUND"}
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) MOUNT PROOF: valid context, path no router in this tree handles -> 404 WITHOUT a code field
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /comments — create artifact-level comment
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /comments — empty body -> 400 BODY_REQUIRED
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /comments/:id/assign then GET .../assignment — round-trips
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /comments/:id/resolve then reopen — round-trips resolved_at null<->set
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /review-checklist — add item
ZASTANA	failed	10-finance-serwer.json | comments.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Comments + Review checklist (real HTTP + real PostgreSQL) POST /review-checklist/:id/required=false then uncheck — item no longer blocks all-required-checked even unchecked
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) CROSS-TENANT (a): org B forges artifactRef.organizationId=orgA while authenticated as org B -> 403 ORGANIZATION_MISMATCH
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) CROSS-TENANT (b): org B supplies its OWN organizationId but org A's real businessVersionId -> 404 ARTIFACT_NOT_FOUND, SQL confirms org A's finance_stmt_lines rows are untouched
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) MOUNT PROOF: valid context + REAL router, artifactRef pointing at a random business_version_id -> 404 WITH {code:"ARTIFACT_NOT_FOUND"}
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) MOUNT PROOF: valid context, path no router in this tree handles -> 404 WITHOUT a code field
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) POST /compare/periods — onlyMaterial=true with a threshold above the real delta -> rows filtered but summary stays full
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) POST /compare/periods — real finance_stmt_lines diff, BOTH_PRESENT + materiality
ZASTANA	failed	10-finance-serwer.json | compare.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Compare engine (real HTTP + real PostgreSQL) VALIDATION: missing periodIdA/B -> 400 INVALID_BODY (proves body validation runs before any DB call)
ZASTANA	failed	10-finance-serwer.json | crosscutting.routes.pg.test.ts | Finance v2 Pakiet B2 — crosscutting freshness-events + exceptions/inbox (real HTTP + real PostgreSQL) CROSS-TENANT GET /exceptions/inbox — org B never sees org A's real exception (empty result, not an error leak)
ZASTANA	failed	10-finance-serwer.json | crosscutting.routes.pg.test.ts | Finance v2 Pakiet B2 — crosscutting freshness-events + exceptions/inbox (real HTTP + real PostgreSQL) CROSS-TENANT GET /versions/:id/freshness-events — org B never sees org A's real ledger row (empty result, not an error leak)
ZASTANA	failed	10-finance-serwer.json | crosscutting.routes.pg.test.ts | Finance v2 Pakiet B2 — crosscutting freshness-events + exceptions/inbox (real HTTP + real PostgreSQL) GET /exceptions/inbox — real tie_out_fail row surfaces with the correct category/severity/deep link, SQL confirms the raw exception row
ZASTANA	failed	10-finance-serwer.json | crosscutting.routes.pg.test.ts | Finance v2 Pakiet B2 — crosscutting freshness-events + exceptions/inbox (real HTTP + real PostgreSQL) GET /versions/:id/freshness-events — real propagation ledger row round-trips through HTTP, matches independent SQL read
ZASTANA	failed	10-finance-serwer.json | crosscutting.routes.pg.test.ts | Finance v2 Pakiet B2 — crosscutting freshness-events + exceptions/inbox (real HTTP + real PostgreSQL) GET /versions/:id/freshness-events?limit=not-a-number — non-numeric limit -> 400 INVALID_QUERY
ZASTANA	failed	10-finance-serwer.json | day116-approved-valuation-wacc-conflict.realpg.test.ts | Dyżur 116 — zatwierdzona wersja wyceny odmawia zapisu WACC zwraca kontrolowane 409 w 3 z 3 prób i nie zmienia zatwierdzonego WACC
ZASTANA	failed	10-finance-serwer.json | models.routes.pg.test.ts | Finance v2 adapter — /models/:modelId/{approve,reopen} (real HTTP + real PostgreSQL) POST /models/:modelId/approve success is BIT-IDENTICAL to WP-A02 fixture F4 success_200
ZASTANA	failed	10-finance-serwer.json | models.routes.pg.test.ts | Finance v2 adapter — /models/:modelId/{approve,reopen} (real HTTP + real PostgreSQL) POST /models/:modelId/approve version conflict is BIT-IDENTICAL to WP-A02 fixture F4 error_409_version_conflict
ZASTANA	failed	10-finance-serwer.json | models.routes.pg.test.ts | Finance v2 adapter — /models/:modelId/{approve,reopen} (real HTTP + real PostgreSQL) POST /models/:modelId/reopen round-trips over real HTTP (no legacy fixture — new canonical-only route)
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) GET /analysis/:id/kpi-values — org B on org A Analysis -> 404
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) GET /baseline/:id/assumptions and POST — org B on org A Baseline Model -> 404 both ways, SQL confirms zero assumption rows for org B
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) GET /compute/jobs/:id/output (D2) — org B on org A job -> 404, org B never sees org A output
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) GET /statements/:id/lines — org B on org A Statement Pack -> 404, SQL confirms lines still exist for org A
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) GET /versions/:id/lineage and /exceptions/open — org B never sees org A rows (empty result, not an error leak)
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) POST /analysis/:id/compute — org B attempting to compute org A Analysis -> 404 (NO_SOURCE_STATEMENT_PACK_EDGE, org-scoped edge lookup finds nothing), no compute_jobs row for org B
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) POST /artifacts/:id/rename (D3) — org B renaming org A artifact -> 404, SQL confirms natural_key unchanged
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) POST /prediction/:id/preflight — org B on org A scenario -> 404, SQL confirms zero preflight runs for org B
ZASTANA	failed	10-finance-serwer.json | pkg-b2-cross-tenant.routes.pg.test.ts | Finance v2 Pakiet B2 — cross-tenant matrix (real HTTP + real PostgreSQL) POST /statements/:id/reconcile — org B attempting to reconcile org A version -> 404, SQL confirms zero reconciliation runs for org B
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) CROSS-TENANT: org B deleting org A's TEAM view -> 404 (not FORBIDDEN — org-scoped lookup fails first), row untouched
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) CROSS-TENANT: org B listing org A's artifactId -> empty list (org-scoped query, no leak)
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) CROSS-TENANT: org B POSTing a MALFORMED (missing name) saved view against org A's artifactId -> SAME uniform 404 ARTIFACT_NOT_FOUND, NOT 400 NAME_REQUIRED
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) CROSS-TENANT: org B POSTing a WELL-FORMED saved view against org A's artifactId -> uniform 404 ARTIFACT_NOT_FOUND, no row created
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) CROSS-TENANT: org B reading org A's TEAM view by id -> 404; SQL confirms the row still exists for org A
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) DELETE /saved-views/:id — a second same-org user gets 403 on a TEAM view they do not own; owner can delete
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) DELETE /saved-views/:id — owner (org A) can finally delete the TEAM view
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) GET /saved-views?artifactId= — owner sees own PERSONAL view; a second same-org user does not
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) GET /saved-views/:id — owner round-trips it; a second same-org user gets 404 (personal, not theirs)
ZASTANA	failed	10-finance-serwer.json | saved-views.routes.pg.test.ts | Finance v2 ROUTES_EXPOSURE — Saved views (real HTTP + real PostgreSQL) GET /saved-views/shared/:token — a PERSONAL view's token does NOT resolve for a non-owner same-org user
