slug,article_EN,article_PL,article_DE
12_oee_is_not_enough_what_you_should_measure_instead,12_oee_is_not_enough_what_you_should_measure_instead/article_EN.md,12_oee_is_not_enough_what_you_should_measure_instead/article_PL.md,12_oee_is_not_enough_what_you_should_measure_instead/article_DE.md
13_how_to_manage_maintenance_with_data,13_how_to_manage_maintenance_with_data/article_EN.md,13_how_to_manage_maintenance_with_data/article_PL.md,13_how_to_manage_maintenance_with_data/article_DE.md
14_warehouse_optimization_using_real_time_data,14_warehouse_optimization_using_real_time_data/article_EN.md,14_warehouse_optimization_using_real_time_data/article_PL.md,14_warehouse_optimization_using_real_time_data/article_DE.md
15_production_planning_vs_reality_why_aps_fails,15_production_planning_vs_reality_why_aps_fails/article_EN.md,15_production_planning_vs_reality_why_aps_fails/article_PL.md,15_production_planning_vs_reality_why_aps_fails/article_DE.md
16_how_to_connect_all_factory_systems_into_one_brain,16_how_to_connect_all_factory_systems_into_one_brain/article_EN.md,16_how_to_connect_all_factory_systems_into_one_brain/article_PL.md,16_how_to_connect_all_factory_systems_into_one_brain/article_DE.md
17_from_reporting_to_decision_making_systems,17_from_reporting_to_decision_making_systems/article_EN.md,17_from_reporting_to_decision_making_systems/article_PL.md,17_from_reporting_to_decision_making_systems/article_DE.md
18_the_end_of_manual_production_control,18_the_end_of_manual_production_control/article_EN.md,18_the_end_of_manual_production_control/article_PL.md,18_the_end_of_manual_production_control/article_DE.md
19_how_to_evaluate_a_plant_operating_system_for_a_real_factory,19_how_to_evaluate_a_plant_operating_system_for_a_real_factory/article_EN.md,19_how_to_evaluate_a_plant_operating_system_for_a_real_factory/article_PL.md,19_how_to_evaluate_a_plant_operating_system_for_a_real_factory/article_DE.md
20_why_ai_in_factory_operations_fails_without_one_execution_layer,20_why_ai_in_factory_operations_fails_without_one_execution_layer/article_EN.md,20_why_ai_in_factory_operations_fails_without_one_execution_layer/article_PL.md,20_why_ai_in_factory_operations_fails_without_one_execution_layer/article_DE.md
21_how_ai_is_changing_factory_operations_when_execution_is_connected,21_how_ai_is_changing_factory_operations_when_execution_is_connected/article_EN.md,21_how_ai_is_changing_factory_operations_when_execution_is_connected/article_PL.md,21_how_ai_is_changing_factory_operations_when_execution_is_connected/article_DE.md
22_what_an_ai_agent_can_do_in_a_factory_today,22_what_an_ai_agent_can_do_in_a_factory_today/article_EN.md,22_what_an_ai_agent_can_do_in_a_factory_today/article_PL.md,22_what_an_ai_agent_can_do_in_a_factory_today/article_DE.md
23_from_humans_to_ai_assisted_operations_what_changes_first,23_from_humans_to_ai_assisted_operations_what_changes_first/article_EN.md,23_from_humans_to_ai_assisted_operations_what_changes_first/article_PL.md,23_from_humans_to_ai_assisted_operations_what_changes_first/article_DE.md
24_autonomous_factory_myth_or_operating_reality,24_autonomous_factory_myth_or_operating_reality/article_EN.md,24_autonomous_factory_myth_or_operating_reality/article_PL.md,24_autonomous_factory_myth_or_operating_reality/article_DE.md
25_how_to_build_ai_assisted_factory_operations_step_by_step,25_how_to_build_ai_assisted_factory_operations_step_by_step/article_EN.md,25_how_to_build_ai_assisted_factory_operations_step_by_step/article_PL.md,25_how_to_build_ai_assisted_factory_operations_step_by_step/article_DE.md
26_when_ai_should_recommend_and_when_humans_should_decide_in_operations,26_when_ai_should_recommend_and_when_humans_should_decide_in_operations/article_EN.md,26_when_ai_should_recommend_and_when_humans_should_decide_in_operations/article_PL.md,26_when_ai_should_recommend_and_when_humans_should_decide_in_operations/article_DE.md
27_why_factories_need_one_decision_layer_before_more_ai_models,27_why_factories_need_one_decision_layer_before_more_ai_models/article_EN.md,27_why_factories_need_one_decision_layer_before_more_ai_models/article_PL.md,27_why_factories_need_one_decision_layer_before_more_ai_models/article_DE.md
28_how_ai_can_prioritize_factory_issues_across_functions,28_how_ai_can_prioritize_factory_issues_across_functions/article_EN.md,28_how_ai_can_prioritize_factory_issues_across_functions/article_PL.md,28_how_ai_can_prioritize_factory_issues_across_functions/article_DE.md
29_what_makes_factory_ai_trustworthy_for_operations_leaders,29_what_makes_factory_ai_trustworthy_for_operations_leaders/article_EN.md,29_what_makes_factory_ai_trustworthy_for_operations_leaders/article_PL.md,29_what_makes_factory_ai_trustworthy_for_operations_leaders/article_DE.md
30_how_to_roll_out_ai_assisted_operations_without_disrupting_the_plant,30_how_to_roll_out_ai_assisted_operations_without_disrupting_the_plant/article_EN.md,30_how_to_roll_out_ai_assisted_operations_without_disrupting_the_plant/article_PL.md,30_how_to_roll_out_ai_assisted_operations_without_disrupting_the_plant/article_DE.md
31_how_ai_and_digital_twin_work_together_in_factory_decisions,31_how_ai_and_digital_twin_work_together_in_factory_decisions/article_EN.md,31_how_ai_and_digital_twin_work_together_in_factory_decisions/article_PL.md,31_how_ai_and_digital_twin_work_together_in_factory_decisions/article_DE.md
32_why_ai_without_operational_data_still_fails_in_manufacturing,32_why_ai_without_operational_data_still_fails_in_manufacturing/article_EN.md,32_why_ai_without_operational_data_still_fails_in_manufacturing/article_PL.md,32_why_ai_without_operational_data_still_fails_in_manufacturing/article_DE.md
33_how_ai_can_reduce_downtime_when_response_loops_exist,33_how_ai_can_reduce_downtime_when_response_loops_exist/article_EN.md,33_how_ai_can_reduce_downtime_when_response_loops_exist/article_PL.md,33_how_ai_can_reduce_downtime_when_response_loops_exist/article_DE.md
34_the_rise_of_decision_automation_in_manufacturing,34_the_rise_of_decision_automation_in_manufacturing/article_EN.md,34_the_rise_of_decision_automation_in_manufacturing/article_PL.md,34_the_rise_of_decision_automation_in_manufacturing/article_DE.md
35_what_factory_jobs_change_first_in_ai_assisted_operations,35_what_factory_jobs_change_first_in_ai_assisted_operations/article_EN.md,35_what_factory_jobs_change_first_in_ai_assisted_operations/article_PL.md,35_what_factory_jobs_change_first_in_ai_assisted_operations/article_DE.md
36_when_ai_should_watch_advise_or_act_in_the_factory,36_when_ai_should_watch_advise_or_act_in_the_factory/article_EN.md,36_when_ai_should_watch_advise_or_act_in_the_factory/article_PL.md,36_when_ai_should_watch_advise_or_act_in_the_factory/article_DE.md
37_how_to_govern_ai_decisions_across_shifts_and_functions,37_how_to_govern_ai_decisions_across_shifts_and_functions/article_EN.md,37_how_to_govern_ai_decisions_across_shifts_and_functions/article_PL.md,37_how_to_govern_ai_decisions_across_shifts_and_functions/article_DE.md
38_how_to_scale_ai_assistance_without_losing_operational_control,38_how_to_scale_ai_assistance_without_losing_operational_control/article_EN.md,38_how_to_scale_ai_assistance_without_losing_operational_control/article_PL.md,38_how_to_scale_ai_assistance_without_losing_operational_control/article_DE.md
39_what_a_human_approval_policy_should_look_like_in_factory_ai,39_what_a_human_approval_policy_should_look_like_in_factory_ai/article_EN.md,39_what_a_human_approval_policy_should_look_like_in_factory_ai/article_PL.md,39_what_a_human_approval_policy_should_look_like_in_factory_ai/article_DE.md
40_how_to_review_ai_assisted_operations_after_the_first_90_days,40_how_to_review_ai_assisted_operations_after_the_first_90_days/article_EN.md,40_how_to_review_ai_assisted_operations_after_the_first_90_days/article_PL.md,40_how_to_review_ai_assisted_operations_after_the_first_90_days/article_DE.md
41_how_to_design_an_exception_handling_model_for_ai_assisted_operations,41_how_to_design_an_exception_handling_model_for_ai_assisted_operations/article_EN.md,41_how_to_design_an_exception_handling_model_for_ai_assisted_operations/article_PL.md,41_how_to_design_an_exception_handling_model_for_ai_assisted_operations/article_DE.md
42_when_a_factory_needs_one_operational_arbiter_for_conflicting_signals,42_when_a_factory_needs_one_operational_arbiter_for_conflicting_signals/article_EN.md,42_when_a_factory_needs_one_operational_arbiter_for_conflicting_signals/article_PL.md,42_when_a_factory_needs_one_operational_arbiter_for_conflicting_signals/article_DE.md
43_how_to_build_a_cross_site_playbook_for_ai_assisted_factory_operations,43_how_to_build_a_cross_site_playbook_for_ai_assisted_factory_operations/article_EN.md,43_how_to_build_a_cross_site_playbook_for_ai_assisted_factory_operations/article_PL.md,43_how_to_build_a_cross_site_playbook_for_ai_assisted_factory_operations/article_DE.md
44_what_an_executive_ai_operations_scorecard_should_include_and_ignore,44_what_an_executive_ai_operations_scorecard_should_include_and_ignore/article_EN.md,44_what_an_executive_ai_operations_scorecard_should_include_and_ignore/article_PL.md,44_what_an_executive_ai_operations_scorecard_should_include_and_ignore/article_DE.md
45_when_to_keep_ai_assistance_inside_one_workflow_and_when_to_connect_more,45_when_to_keep_ai_assistance_inside_one_workflow_and_when_to_connect_more/article_EN.md,45_when_to_keep_ai_assistance_inside_one_workflow_and_when_to_connect_more/article_PL.md,45_when_to_keep_ai_assistance_inside_one_workflow_and_when_to_connect_more/article_DE.md
46_how_to_create_audit_ready_records_for_ai_assisted_factory_decisions,46_how_to_create_audit_ready_records_for_ai_assisted_factory_decisions/article_EN.md,46_how_to_create_audit_ready_records_for_ai_assisted_factory_decisions/article_PL.md,46_how_to_create_audit_ready_records_for_ai_assisted_factory_decisions/article_DE.md
47_what_data_ownership_should_look_like_in_an_ai_native_plant_operating_system,47_what_data_ownership_should_look_like_in_an_ai_native_plant_operating_system/article_EN.md,47_what_data_ownership_should_look_like_in_an_ai_native_plant_operating_system/article_PL.md,47_what_data_ownership_should_look_like_in_an_ai_native_plant_operating_system/article_DE.md
48_when_vendor_ai_tools_should_feed_the_execution_layer_and_when_not_to,48_when_vendor_ai_tools_should_feed_the_execution_layer_and_when_not_to/article_EN.md,48_when_vendor_ai_tools_should_feed_the_execution_layer_and_when_not_to/article_PL.md,48_when_vendor_ai_tools_should_feed_the_execution_layer_and_when_not_to/article_DE.md
49_how_to_keep_human_accountability_clear_in_ai_assisted_shift_management,49_how_to_keep_human_accountability_clear_in_ai_assisted_shift_management/article_EN.md,49_how_to_keep_human_accountability_clear_in_ai_assisted_shift_management/article_PL.md,49_how_to_keep_human_accountability_clear_in_ai_assisted_shift_management/article_DE.md
50_what_full_operational_closure_should_look_like_in_an_ai_native_factory,50_what_full_operational_closure_should_look_like_in_an_ai_native_factory/article_EN.md,50_what_full_operational_closure_should_look_like_in_an_ai_native_factory/article_PL.md,50_what_full_operational_closure_should_look_like_in_an_ai_native_factory/article_DE.md
