slug,article_EN,article_PL,article_DE
26_how_to_use_digital_twin_for_brownfield_change_planning,26_how_to_use_digital_twin_for_brownfield_change_planning/article_EN.md,26_how_to_use_digital_twin_for_brownfield_change_planning/article_PL.md,26_how_to_use_digital_twin_for_brownfield_change_planning/article_DE.md
27_what_a_good_simulation_input_set_looks_like_before_live_integration,27_what_a_good_simulation_input_set_looks_like_before_live_integration/article_EN.md,27_what_a_good_simulation_input_set_looks_like_before_live_integration/article_PL.md,27_what_a_good_simulation_input_set_looks_like_before_live_integration/article_DE.md
28_how_to_sequence_factory_changes_with_less_operational_risk,28_how_to_sequence_factory_changes_with_less_operational_risk/article_EN.md,28_how_to_sequence_factory_changes_with_less_operational_risk/article_PL.md,28_how_to_sequence_factory_changes_with_less_operational_risk/article_DE.md
29_when_to_use_digital_twin_for_network_and_intralogistics_decisions,29_when_to_use_digital_twin_for_network_and_intralogistics_decisions/article_EN.md,29_when_to_use_digital_twin_for_network_and_intralogistics_decisions/article_PL.md,29_when_to_use_digital_twin_for_network_and_intralogistics_decisions/article_DE.md
30_how_to_turn_simulation_outputs_into_executive_decisions,30_how_to_turn_simulation_outputs_into_executive_decisions/article_EN.md,30_how_to_turn_simulation_outputs_into_executive_decisions/article_PL.md,30_how_to_turn_simulation_outputs_into_executive_decisions/article_DE.md
31_how_to_use_digital_twin_in_capex_stage_gates,31_how_to_use_digital_twin_in_capex_stage_gates/article_EN.md,31_how_to_use_digital_twin_in_capex_stage_gates/article_PL.md,31_how_to_use_digital_twin_in_capex_stage_gates/article_DE.md
32_when_a_simulation_result_is_strong_enough_to_act_on,32_when_a_simulation_result_is_strong_enough_to_act_on/article_EN.md,32_when_a_simulation_result_is_strong_enough_to_act_on/article_PL.md,32_when_a_simulation_result_is_strong_enough_to_act_on/article_DE.md
33_how_to_use_digital_twin_for_factory_change_governance,33_how_to_use_digital_twin_for_factory_change_governance/article_EN.md,33_how_to_use_digital_twin_for_factory_change_governance/article_PL.md,33_how_to_use_digital_twin_for_factory_change_governance/article_DE.md
34_what_a_good_sensitivity_analysis_should_show_before_approval,34_what_a_good_sensitivity_analysis_should_show_before_approval/article_EN.md,34_what_a_good_sensitivity_analysis_should_show_before_approval/article_PL.md,34_what_a_good_sensitivity_analysis_should_show_before_approval/article_DE.md
35_how_to_test_supplier_and_ramp_risk_in_factory_simulation,35_how_to_test_supplier_and_ramp_risk_in_factory_simulation/article_EN.md,35_how_to_test_supplier_and_ramp_risk_in_factory_simulation/article_PL.md,35_how_to_test_supplier_and_ramp_risk_in_factory_simulation/article_DE.md
36_when_to_simulate_phased_rollouts_instead_of_full_cutovers,36_when_to_simulate_phased_rollouts_instead_of_full_cutovers/article_EN.md,36_when_to_simulate_phased_rollouts_instead_of_full_cutovers/article_PL.md,36_when_to_simulate_phased_rollouts_instead_of_full_cutovers/article_DE.md
37_how_to_use_digital_twin_in_monthly_operations_reviews,37_how_to_use_digital_twin_in_monthly_operations_reviews/article_EN.md,37_how_to_use_digital_twin_in_monthly_operations_reviews/article_PL.md,37_how_to_use_digital_twin_in_monthly_operations_reviews/article_DE.md
38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory,38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory/article_EN.md,38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory/article_PL.md,38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory/article_DE.md
39_how_to_package_simulation_evidence_for_board_level_decisions,39_how_to_package_simulation_evidence_for_board_level_decisions/article_EN.md,39_how_to_package_simulation_evidence_for_board_level_decisions/article_PL.md,39_how_to_package_simulation_evidence_for_board_level_decisions/article_DE.md
40_when_to_refresh_a_digital_twin_model_after_operational_change,40_when_to_refresh_a_digital_twin_model_after_operational_change/article_EN.md,40_when_to_refresh_a_digital_twin_model_after_operational_change/article_PL.md,40_when_to_refresh_a_digital_twin_model_after_operational_change/article_DE.md
41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment,41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment/article_EN.md,41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment/article_PL.md,41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment/article_DE.md
42_what_a_factory_scenario_library_should_look_like_after_the_first_projects,42_what_a_factory_scenario_library_should_look_like_after_the_first_projects/article_EN.md,42_what_a_factory_scenario_library_should_look_like_after_the_first_projects/article_PL.md,42_what_a_factory_scenario_library_should_look_like_after_the_first_projects/article_DE.md
43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles,43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles/article_EN.md,43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles/article_PL.md,43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles/article_DE.md
44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to,44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to/article_EN.md,44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to/article_PL.md,44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to/article_DE.md
45_how_to_assign_model_ownership_across_engineering_operations_and_finance,45_how_to_assign_model_ownership_across_engineering_operations_and_finance/article_EN.md,45_how_to_assign_model_ownership_across_engineering_operations_and_finance/article_PL.md,45_how_to_assign_model_ownership_across_engineering_operations_and_finance/article_DE.md
46_what_an_executive_simulation_review_should_decide_in_30_minutes,46_what_an_executive_simulation_review_should_decide_in_30_minutes/article_EN.md,46_what_an_executive_simulation_review_should_decide_in_30_minutes/article_PL.md,46_what_an_executive_simulation_review_should_decide_in_30_minutes/article_DE.md
47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough,47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough/article_EN.md,47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough/article_PL.md,47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough/article_DE.md
48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios,48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios/article_EN.md,48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios/article_PL.md,48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios/article_DE.md
49_what_a_reusable_factory_assumption_ledger_should_include,49_what_a_reusable_factory_assumption_ledger_should_include/article_EN.md,49_what_a_reusable_factory_assumption_ledger_should_include/article_PL.md,49_what_a_reusable_factory_assumption_ledger_should_include/article_DE.md
50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system,50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system/article_EN.md,50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system/article_PL.md,50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system/article_DE.md
