public	account_deletion_requests	9	scheduled_for	text	t
public	account_deletion_requests	10	completed_at	text	t
public	action_cards	1	id	uuid	f
public	action_cards	2	organization_id	text	f
public	action_cards	3	source_kind	text	f
public	action_cards	4	source_id	text	f
public	action_cards	5	period_start	date	f
public	action_cards	6	period_end	date	f
public	action_cards	7	goal_met	boolean	f
public	action_cards	8	action_required	boolean	f
public	action_cards	9	problem	text	f
public	action_cards	10	root_cause	text	f
public	action_cards	11	action_text	text	f
public	action_cards	12	owner_user_id	text	f
public	action_cards	13	due_date	date	f
public	action_cards	14	comment	text	t
public	action_cards	15	status	text	f
public	action_cards	16	created_by	text	f
public	action_cards	17	created_at	timestamp with time zone	f
public	action_cards	18	updated_by	text	f
public	action_cards	19	updated_at	timestamp with time zone	f
public	active_sessions	1	id	text	f
public	active_sessions	2	user_id	text	f
public	active_sessions	3	device	text	t
public	active_sessions	4	ip_address	text	t
public	active_sessions	5	last_active	timestamp without time zone	t
public	active_sessions	6	session_token	text	t
public	active_sessions	7	expires_at	timestamp without time zone	t
public	active_sessions	8	created_at	timestamp without time zone	t
public	activity_logs	1	id	text	f
public	activity_logs	2	organization_id	text	f
public	activity_logs	3	user_id	text	t
public	activity_logs	4	action	text	f
public	activity_logs	5	entity_type	text	f
public	activity_logs	6	entity_id	text	t
public	activity_logs	7	entity_name	text	t
public	activity_logs	8	old_value	text	t
public	activity_logs	9	new_value	text	t
public	activity_logs	10	ip_address	text	t
public	activity_logs	11	user_agent	text	t
public	activity_logs	12	created_at	timestamp without time zone	t
public	activity_logs	13	correlation_id	text	t
public	adkar_assessments	1	id	text	f
public	adkar_assessments	2	organization_id	text	f
public	adkar_assessments	3	project_id	text	t
public	adkar_assessments	4	assessment_date	timestamp with time zone	t
public	adkar_assessments	5	awareness_score	real	t
public	adkar_assessments	6	desire_score	real	t
public	adkar_assessments	7	knowledge_score	real	t
public	adkar_assessments	8	ability_score	real	t
public	adkar_assessments	9	reinforcement_score	real	t
public	adkar_assessments	10	overall_score	real	t
public	adkar_assessments	11	ai_recommendations	text	t
public	adkar_assessments	12	questionnaire_responses	text	t
public	adkar_assessments	13	created_by	text	t
public	adkar_assessments	14	created_at	timestamp with time zone	t
public	adkar_assessments	15	updated_at	timestamp with time zone	t
public	admin_approval_requests	1	id	text	f
public	admin_approval_requests	2	workflow_id	text	t
public	admin_approval_requests	3	requester_id	text	t
public	admin_approval_requests	4	status	text	t
public	admin_approval_requests	5	approvers_json	text	t
public	admin_approval_requests	6	request_data_json	text	t
public	admin_approval_requests	7	completed_at	text	t
public	admin_approval_requests	8	created_at	text	t
public	admin_approval_requests	9	updated_at	text	t
public	admin_approval_workflows	1	id	text	f
public	admin_approval_workflows	2	name	text	f
public	admin_approval_workflows	3	description	text	t
public	admin_approval_workflows	4	resource_type	text	t
public	admin_approval_workflows	5	trigger_conditions_json	text	t
public	admin_approval_workflows	6	approvers_json	text	t
public	admin_approval_workflows	7	created_by	text	t
public	admin_approval_workflows	8	is_active	integer	t
public	admin_approval_workflows	9	created_at	text	t
public	admin_approval_workflows	10	updated_at	text	t
public	admin_audit_export_receipts	1	id	text	f
public	admin_audit_export_receipts	2	organization_id	text	f
public	admin_audit_export_receipts	3	requested_by	text	f
public	admin_audit_export_receipts	4	export_kind	text	f
public	admin_audit_export_receipts	5	filters_json	text	t
public	admin_audit_export_receipts	6	row_count	integer	t
public	admin_audit_export_receipts	7	output_format	text	t
public	admin_audit_export_receipts	8	created_at	timestamp without time zone	t
public	admin_audit_logs	1	id	text	f
public	admin_audit_logs	2	organization_id	text	t
public	admin_audit_logs	3	admin_id	text	f
public	admin_audit_logs	4	action_type	text	f
public	admin_audit_logs	5	resource_type	text	f
public	admin_audit_logs	6	resource_id	text	t
public	admin_audit_logs	7	resource_name	text	t
public	admin_audit_logs	8	ip_address	text	t
public	admin_audit_logs	9	user_agent	text	t
public	admin_audit_logs	10	location	text	t
public	admin_audit_logs	11	risk_score	integer	t
public	admin_audit_logs	12	status	text	t
public	admin_audit_logs	13	metadata_json	text	t
public	admin_audit_logs	14	created_at	timestamp without time zone	t
public	admin_audit_logs	15	reviewed_at	timestamp without time zone	t
public	admin_audit_logs	16	reviewed_by	text	t
public	admin_audit_logs	17	review_notes	text	t
public	admin_audit_logs	18	description	text	t
public	admin_audit_logs	19	resolved_at	timestamp with time zone	t
public	admin_dashboards	1	id	text	f
public	admin_dashboards	2	organization_id	text	t
public	admin_dashboards	3	dashboard_name	text	f
public	admin_dashboards	4	config	text	t
public	admin_dashboards	5	created_at	timestamp without time zone	t
public	admin_iam_invitation_commands	1	id	text	f
public	admin_iam_invitation_commands	2	organization_id	text	f
public	admin_iam_invitation_commands	3	actor_id	text	f
public	admin_iam_invitation_commands	4	command_type	text	f
public	admin_iam_invitation_commands	5	idempotency_key	text	f
public	admin_iam_invitation_commands	6	intent_digest	text	f
public	admin_iam_invitation_commands	7	invitation_id	text	t
public	admin_iam_invitation_commands	8	receipt_json	jsonb	f
public	admin_iam_invitation_commands	9	created_at	timestamp with time zone	f
public	admin_iam_invitation_delivery_attempts	1	id	text	f
public	admin_iam_invitation_delivery_attempts	2	organization_id	text	f
public	admin_iam_invitation_delivery_attempts	3	invitation_id	text	f
public	admin_iam_invitation_delivery_attempts	4	command_id	text	f
public	admin_iam_invitation_delivery_attempts	5	delivery_state	text	f
public	admin_iam_invitation_delivery_attempts	6	failure_code	text	t
public	admin_iam_invitation_delivery_attempts	7	created_at	timestamp with time zone	f
public	admin_iam_job_events	1	id	text	f
public	admin_iam_job_events	2	organization_id	text	f
public	admin_iam_job_events	3	job_id	text	f
public	admin_iam_job_events	4	actor_id	text	f
public	admin_iam_job_events	5	event_type	text	f
public	admin_iam_job_events	6	details_json	text	t
public	admin_iam_job_events	7	created_at	timestamp with time zone	f
public	admin_iam_jobs	1	id	text	f
public	admin_iam_jobs	2	organization_id	text	f
public	admin_iam_jobs	3	job_type	text	f
public	admin_iam_jobs	4	idempotency_key	text	f
public	admin_iam_jobs	5	payload_json	text	f
public	admin_iam_jobs	6	status	text	f
public	admin_iam_jobs	7	attempt_count	integer	f
public	admin_iam_jobs	8	max_attempts	integer	f
public	admin_iam_jobs	9	last_error	text	t
public	admin_iam_jobs	10	available_at	timestamp with time zone	f
public	admin_iam_jobs	11	lease_token	text	t
public	admin_iam_jobs	12	lease_expires_at	timestamp with time zone	t
public	admin_iam_jobs	13	created_by	text	f
public	admin_iam_jobs	14	created_at	timestamp with time zone	f
public	admin_iam_jobs	15	updated_at	timestamp with time zone	f
public	admin_iam_member_commands	1	id	text	f
public	admin_iam_member_commands	2	organization_id	text	f
public	admin_iam_member_commands	3	actor_id	text	f
public	admin_iam_member_commands	4	command_type	text	f
public	admin_iam_member_commands	5	idempotency_key	text	f
public	admin_iam_member_commands	6	intent_digest	text	f
public	admin_iam_member_commands	7	target_user_id	text	f
public	admin_iam_member_commands	8	receipt_json	jsonb	f
public	admin_iam_member_commands	9	created_at	timestamp with time zone	f
public	admin_report_executions	1	id	text	f
public	admin_report_executions	2	report_id	text	t
public	admin_report_executions	3	executed_by	text	t
public	admin_report_executions	4	status	text	t
public	admin_report_executions	5	executed_at	timestamp without time zone	t
public	admin_report_executions	6	created_at	timestamp without time zone	t
public	admin_role_assignments	1	id	text	f
public	admin_role_assignments	2	organization_id	text	f
public	admin_role_assignments	3	user_id	text	f
public	admin_role_assignments	4	role_id	text	f
public	admin_role_assignments	5	role_name	text	f
public	admin_role_assignments	6	capabilities_json	text	f
public	admin_role_assignments	7	expires_at	text	t
public	admin_role_assignments	8	created_by	text	t
public	admin_role_assignments	9	created_at	text	t
public	admin_role_assignments	10	updated_at	text	t
public	admin_saved_reports	1	id	text	f
public	admin_saved_reports	2	organization_id	text	t
public	admin_saved_reports	3	report_name	text	f
public	admin_saved_reports	4	report_type	text	t
public	admin_saved_reports	5	config	text	t
public	admin_saved_reports	6	created_at	timestamp without time zone	t
public	admin_sessions	1	id	text	f
public	admin_sessions	2	admin_user_id	text	f
public	admin_sessions	3	session_token	text	f
public	admin_sessions	4	expires_at	timestamp without time zone	f
public	admin_sessions	5	created_at	timestamp without time zone	t
public	admin_sessions	6	user_id	text	t
public	admin_sessions	7	is_active	integer	t
public	admin_sessions	8	mfa_verified	integer	t
public	admin_sessions	9	ip_address	text	t
public	admin_sessions	10	user_agent	text	t
public	admin_sessions	11	session_type	text	t
public	admin_sessions	12	requested_capability	text	t
public	admin_sessions	13	justification	text	t
public	admin_sessions	14	break_glass_reason	text	t
public	admin_sessions	15	approved_by	text	t
public	admin_sessions	16	created_by	text	t
public	admin_sessions	17	organization_id	text	t
public	advisor_response_log	1	id	text	f
public	advisor_response_log	2	organization_id	text	f
public	advisor_response_log	3	user_id	text	f
public	advisor_response_log	4	conversation_id	text	t
public	advisor_response_log	5	intent	text	f
public	advisor_response_log	6	answer_preview	text	t
public	advisor_response_log	7	citations_count	integer	t
public	advisor_response_log	8	actions_count	integer	t
public	advisor_response_log	9	questions_count	integer	t
public	advisor_response_log	10	confidence	real	t
public	advisor_response_log	11	safety_notes_json	text	t
public	advisor_response_log	12	model	text	t
public	advisor_response_log	13	tokens_used	integer	t
public	advisor_response_log	14	latency_ms	integer	t
public	advisor_response_log	15	purpose	text	t
public	advisor_response_log	16	response_json	text	f
public	advisor_response_log	17	feedback_score	integer	t
public	advisor_response_log	18	feedback_text	text	t
public	advisor_response_log	19	created_at	timestamp with time zone	t
public	agent_folders	1	id	text	f
public	agent_folders	2	organization_id	text	f
public	agent_folders	3	scope	text	f
public	agent_folders	4	project_id	text	t
public	agent_folders	5	owner_id	text	f
public	agent_folders	6	name	text	f
public	agent_folders	7	description	text	t
public	agent_folders	8	color	text	t
public	agent_folders	9	parent_folder_id	text	t
public	agent_folders	10	created_at	timestamp without time zone	t
public	agent_folders	11	updated_at	timestamp without time zone	t
public	ai_ab_assignments	1	id	text	f
public	ai_ab_assignments	2	experiment_id	text	f
public	ai_ab_assignments	3	user_id	text	f
public	ai_ab_assignments	4	variant_index	integer	f
public	ai_ab_assignments	5	assigned_at	timestamp without time zone	t
public	ai_ab_experiments	1	id	text	f
public	ai_ab_experiments	2	name	text	f
public	ai_ab_experiments	3	description	text	t
public	ai_ab_experiments	4	prompt_id	text	f
public	ai_ab_experiments	5	variants	text	f
public	ai_ab_experiments	6	traffic_split	text	f
public	ai_ab_experiments	7	min_sample_size	integer	t
public	ai_ab_experiments	8	confidence_level	real	t
public	ai_ab_experiments	9	primary_metric	text	t
public	ai_ab_experiments	10	status	text	t
public	ai_ab_experiments	11	stop_reason	text	t
public	ai_ab_experiments	12	created_by	text	t
public	ai_ab_experiments	13	created_at	timestamp without time zone	t
public	ai_ab_experiments	14	started_at	timestamp without time zone	t
public	ai_ab_experiments	15	ended_at	timestamp without time zone	t
public	ai_ab_outcomes	1	id	text	f
public	ai_ab_outcomes	2	experiment_id	text	f
public	ai_ab_outcomes	3	user_id	text	f
public	ai_ab_outcomes	4	variant_index	integer	f
public	ai_ab_outcomes	5	metric	text	f
public	ai_ab_outcomes	6	value	real	f
public	ai_ab_outcomes	7	recorded_at	timestamp without time zone	t
public	ai_actions	1	id	text	f
public	ai_actions	2	user_id	text	t
public	ai_actions	3	organization_id	text	t
public	ai_actions	4	project_id	text	t
public	ai_actions	5	action_type	text	t
public	ai_actions	6	payload	text	t
public	ai_actions	7	draft_content	text	t
public	ai_actions	8	required_policy_level	text	t
public	ai_actions	9	current_policy_level	text	t
public	ai_actions	10	requires_approval	boolean	t
public	ai_actions	11	status	text	t
public	ai_actions	12	approved_at	timestamp with time zone	t
public	ai_actions	13	approved_by	text	t
public	ai_actions	14	executed_at	timestamp with time zone	t
public	ai_actions	15	created_at	timestamp with time zone	t
public	ai_actions_config	1	id	text	f
public	ai_actions_config	2	organization_id	text	f
public	ai_actions_config	3	project_id	text	t
public	ai_actions_config	4	allowed_actions	text	t
public	ai_actions_config	5	approval_required	text	t
public	ai_actions_config	6	autonomy_level	text	t
public	ai_actions_config	7	created_by	text	f
public	ai_actions_config	8	created_at	timestamp without time zone	t
public	ai_actions_config	9	updated_at	timestamp without time zone	t
public	ai_actions_log	1	id	text	f
public	ai_actions_log	2	organization_id	text	f
public	ai_actions_log	3	user_id	text	f
public	ai_actions_log	4	conversation_id	text	t
public	ai_actions_log	5	action_type	text	f
public	ai_actions_log	6	action_data	text	f
public	ai_actions_log	7	action_description	text	t
public	ai_actions_log	8	target_type	text	t
public	ai_actions_log	9	target_id	text	t
public	ai_actions_log	10	requires_approval	integer	t
public	ai_actions_log	11	approval_status	text	t
public	ai_actions_log	12	approved_by	text	t
public	ai_actions_log	13	approved_at	timestamp without time zone	t
public	ai_actions_log	14	rejection_reason	text	t
public	ai_actions_log	15	executed	integer	t
public	ai_actions_log	16	executed_at	timestamp without time zone	t
public	ai_actions_log	17	execution_result	text	t
public	ai_actions_log	18	created_at	timestamp without time zone	t
public	ai_agent_audit_metrics	1	id	bigint	f
public	ai_agent_audit_metrics	2	organization_id	text	f
public	ai_agent_audit_metrics	3	user_id	text	f
public	ai_agent_audit_metrics	4	run_id	text	f
public	ai_agent_audit_metrics	5	conversation_id	text	t
public	ai_agent_audit_metrics	6	event_type	text	f
public	ai_agent_audit_metrics	7	payload_json	text	t
public	ai_agent_audit_metrics	8	created_at	timestamp with time zone	t
public	ai_agent_audit_reviews	1	id	bigint	f
public	ai_agent_audit_reviews	2	run_id	text	f
public	ai_agent_audit_reviews	3	agent_id	text	f
public	ai_agent_audit_reviews	4	overreach	text	t
public	ai_agent_audit_reviews	5	review_json	text	t
public	ai_agent_audit_reviews	6	created_at	timestamp with time zone	t
public	ai_agent_audit_runs	1	id	text	f
public	ai_agent_audit_runs	2	organization_id	text	f
public	ai_agent_audit_runs	3	user_id	text	f
public	ai_agent_audit_runs	4	conversation_id	text	t
public	ai_agent_audit_runs	5	dt_session_id	text	t
public	ai_agent_audit_runs	6	user_intent	text	f
public	ai_agent_audit_runs	7	loop_iteration	integer	t
public	ai_agent_audit_runs	8	decision_context_json	text	t
public	ai_agent_audit_runs	9	selected_agent_ids_json	text	t
public	ai_agent_audit_runs	10	verdict_json	text	t
public	ai_agent_audit_runs	11	created_at	timestamp with time zone	t
public	ai_agent_audit_runs	12	updated_at	timestamp with time zone	t
public	ai_agent_audit_runs	13	accepted_at	timestamp with time zone	t
public	ai_agent_audit_runs	14	accepted_by_user_id	text	t
public	ai_agent_audit_runs	15	accepted_note	text	t
public	ai_agent_job_attempts	1	attempt_id	uuid	f
public	ai_agent_job_attempts	2	receipt_id	uuid	f
public	ai_agent_job_attempts	3	attempt_no	integer	f
public	ai_agent_job_attempts	4	event_type	text	f
public	ai_agent_job_attempts	5	worker_id	text	f
public	ai_agent_job_attempts	6	error_code	text	t
public	ai_agent_job_attempts	7	created_at	timestamp with time zone	f
public	ai_agent_job_receipts	1	receipt_id	uuid	f
public	ai_agent_job_receipts	2	organization_id	text	f
public	ai_agent_job_receipts	3	user_id	text	f
public	ai_agent_job_receipts	4	plan_id	text	f
public	ai_agent_job_receipts	5	dispatch_key	text	f
public	ai_agent_job_receipts	6	bull_job_id	text	f
public	ai_agent_job_receipts	7	payload_digest	text	f
public	ai_agent_job_receipts	8	status	text	f
public	ai_agent_job_receipts	9	attempt_count	integer	f
public	ai_agent_job_receipts	10	lease_owner	text	t
public	ai_agent_job_receipts	11	lease_expires_at	timestamp with time zone	t
public	ai_agent_job_receipts	12	last_error_code	text	t
public	ai_agent_job_receipts	13	created_at	timestamp with time zone	f
public	ai_agent_job_receipts	14	updated_at	timestamp with time zone	f
public	ai_agent_job_receipts	15	completed_at	timestamp with time zone	t
public	ai_agent_plan_steps	1	id	text	f
public	ai_agent_plan_steps	2	plan_id	text	f
public	ai_agent_plan_steps	3	step_index	integer	f
public	ai_agent_plan_steps	4	tool_name	text	f
public	ai_agent_plan_steps	5	tool_input_json	text	t
public	ai_agent_plan_steps	6	status	text	f
public	ai_agent_plan_steps	7	result_json	text	t
public	ai_agent_plan_steps	8	error_message	text	t
public	ai_agent_plan_steps	9	requires_approval	boolean	t
public	ai_agent_plan_steps	10	approved_by	text	t
public	ai_agent_plan_steps	11	approved_at	timestamp without time zone	t
public	ai_agent_plan_steps	12	started_at	timestamp without time zone	t
public	ai_agent_plan_steps	13	completed_at	timestamp without time zone	t
public	ai_agent_plan_steps	14	duration_ms	integer	t
public	ai_agent_plan_steps	15	created_at	timestamp without time zone	t
public	ai_agent_plans	1	id	text	f
public	ai_agent_plans	2	organization_id	text	f
public	ai_agent_plans	3	conversation_id	text	t
public	ai_agent_plans	4	user_id	text	f
public	ai_agent_plans	5	title	text	t
public	ai_agent_plans	6	description	text	t
public	ai_agent_plans	7	status	text	f
public	ai_agent_plans	8	total_steps	integer	t
public	ai_agent_plans	9	completed_steps	integer	t
public	ai_agent_plans	10	current_step_index	integer	t
public	ai_agent_plans	11	plan_json	text	f
public	ai_agent_plans	12	result_summary	text	t
public	ai_agent_plans	13	error_message	text	t
public	ai_agent_plans	14	is_background	boolean	t
public	ai_agent_plans	15	scheduled_at	timestamp without time zone	t
public	ai_agent_plans	16	started_at	timestamp without time zone	t
public	ai_agent_plans	17	completed_at	timestamp without time zone	t
public	ai_agent_plans	18	created_at	timestamp without time zone	t
public	ai_agent_plans	19	updated_at	timestamp without time zone	t
public	ai_agent_plans	20	folder_id	text	t
public	ai_agent_plans	21	run_idempotency_key	text	t
public	ai_agent_plans	22	execution_owner_token	text	t
public	ai_agent_plans	23	execution_fencing_token	bigint	f
public	ai_agent_plans	24	execution_lease_expires_at	timestamp without time zone	t
public	ai_agent_plans	25	execution_heartbeat_at	timestamp without time zone	t
public	ai_agent_plans	26	canonical_run_id	text	t
public	ai_approval_requests	1	id	text	f
public	ai_approval_requests	2	organization_id	text	f
public	ai_approval_requests	3	user_id	text	f
public	ai_approval_requests	4	action_type	text	f
public	ai_approval_requests	5	data_class	text	f
public	ai_approval_requests	6	context_json	text	t
public	ai_approval_requests	7	status	text	t
public	ai_approval_requests	8	approved_by	text	t
public	ai_approval_requests	9	approved_at	timestamp with time zone	t
public	ai_approval_requests	10	rejection_reason	text	t
public	ai_approval_requests	11	created_at	timestamp with time zone	t
public	ai_audit_log	1	id	text	f
public	ai_audit_log	2	timestamp	timestamp without time zone	t
public	ai_audit_log	3	user_id	text	f
public	ai_audit_log	4	organization_id	text	t
public	ai_audit_log	5	action	text	f
public	ai_audit_log	6	resource_type	text	t
public	ai_audit_log	7	resource_id	text	t
public	ai_audit_log	8	request_summary	text	t
public	ai_audit_log	9	response_summary	text	t
public	ai_audit_log	10	model_used	text	t
public	ai_audit_log	11	tokens_used	integer	t
public	ai_audit_log	12	cost_usd	real	t
public	ai_audit_log	13	ip_address	text	t
public	ai_audit_log	14	user_agent	text	t
public	ai_audit_log	15	risk_level	text	t
public	ai_audit_log	16	flagged	boolean	t
public	ai_audit_log	17	flag_reason	text	t
public	ai_audit_logs	1	id	text	f
public	ai_audit_logs	2	timestamp	timestamp with time zone	t
public	ai_audit_logs	3	user_id	text	t
public	ai_audit_logs	4	organization_id	text	t
public	ai_audit_logs	5	capability	text	t
public	ai_audit_logs	6	tokens_used	integer	t
public	ai_audit_logs	7	cost_usd	real	t
public	ai_audit_logs	8	created_at	timestamp with time zone	t
public	ai_audit_logs	9	project_id	text	t
public	ai_audit_logs	10	action_type	text	t
public	ai_audit_logs	11	action_description	text	t
public	ai_audit_logs	12	context_snapshot	text	t
public	ai_audit_logs	13	data_sources_used	text	t
public	ai_audit_logs	14	ai_role	text	t
public	ai_audit_logs	15	policy_level	text	t
public	ai_audit_logs	16	confidence_level	text	t
public	ai_audit_logs	17	ai_suggestion	text	t
public	ai_audit_logs	18	user_decision	text	t
public	ai_audit_logs	19	user_feedback	text	t
public	ai_audit_logs	20	ai_project_role	text	t
public	ai_audit_logs	21	justification	text	t
public	ai_audit_logs	22	approving_user	text	t
public	ai_audit_logs	23	regulatory_mode	text	t
public	ai_audit_logs	24	reasoning_summary	text	t
public	ai_audit_logs	25	data_used_json	text	t
public	ai_audit_logs	26	constraints_applied_json	text	t
public	ai_audit_logs	27	correlation_id	text	t
public	ai_audit_logs	28	success	integer	t
public	ai_audit_logs	29	metadata_json	text	t
public	ai_authoring_audit	1	id	text	f
public	ai_authoring_audit	2	organization_id	text	f
public	ai_authoring_audit	3	project_id	text	t
public	ai_authoring_audit	4	user_id	text	f
public	ai_authoring_audit	5	artifact_type	text	f
public	ai_authoring_audit	6	artifact_id	text	t
public	ai_authoring_audit	7	action_type	text	f
public	ai_authoring_audit	8	field_key	text	t
public	ai_authoring_audit	9	input_text	text	t
public	ai_authoring_audit	10	output_text	text	t
public	ai_authoring_audit	11	was_applied	integer	f
public	ai_authoring_audit	12	was_undone	integer	f
public	ai_authoring_audit	13	metadata	text	t
public	ai_authoring_audit	14	created_at	timestamp with time zone	f
public	ai_budgets	1	id	text	f
public	ai_budgets	2	organization_id	text	f
public	ai_budgets	3	user_id	text	t
public	ai_budgets	4	budget_type	text	f
public	ai_budgets	5	budget_limit	real	f
public	ai_budgets	6	current_usage	real	t
public	ai_budgets	7	is_active	boolean	t
public	ai_budgets	8	created_at	timestamp with time zone	t
public	ai_budgets	9	updated_at	timestamp with time zone	t
public	ai_budgets	10	period	text	f
public	ai_budgets	11	period_start	text	t
public	ai_budgets	12	period_end	text	t
public	ai_budgets	13	warning_threshold	real	t
public	ai_budgets	14	hard_limit	integer	t
public	ai_budgets	15	current_month_usage	real	t
public	ai_budgets	16	last_reset_at	text	t
public	ai_budgets	17	exceeded_at	text	t
public	ai_budgets	18	rollover_enabled	integer	t
public	ai_budgets	19	rollover_percentage	real	t
public	ai_budgets	20	rollover_amount	real	t
public	ai_budgets	21	created_by	text	t
public	ai_chat_run_events	1	id	text	f
public	ai_chat_run_events	2	run_id	text	f
public	ai_chat_run_events	3	event_type	text	f
public	ai_chat_run_events	4	payload_json	text	t
public	ai_chat_run_events	5	created_at	text	t
public	ai_chat_runs	1	id	text	f
public	ai_chat_runs	2	organization_id	text	f
public	ai_chat_runs	3	user_id	text	f
public	ai_chat_runs	4	conversation_id	text	t
public	ai_chat_runs	5	stream_session_id	text	t
public	ai_chat_runs	6	capability	text	t
public	ai_chat_runs	7	status	text	t
public	ai_chat_runs	8	request_json	text	t
public	ai_chat_runs	9	context_json	text	t
public	ai_chat_runs	10	pipeline_trace_id	text	t
public	ai_chat_runs	11	model_provider	text	t
public	ai_chat_runs	12	model_id	text	t
public	ai_chat_runs	13	tier	text	t
public	ai_chat_runs	14	output_text	text	t
public	ai_chat_runs	15	dt_states_json	text	t
public	ai_chat_runs	16	error_message	text	t
public	ai_chat_runs	17	created_at	text	t
public	ai_chat_runs	18	completed_at	text	t
public	ai_context_snapshots	1	id	text	f
public	ai_context_snapshots	2	organization_id	text	f
public	ai_context_snapshots	3	conversation_id	text	t
public	ai_context_snapshots	4	version	integer	t
public	ai_context_snapshots	5	intent	text	f
public	ai_context_snapshots	6	artifacts_json	text	f
public	ai_context_snapshots	7	token_estimate	integer	t
public	ai_context_snapshots	8	created_at	timestamp with time zone	t
public	ai_context_snapshots	9	expires_at	timestamp with time zone	t
public	ai_contexts	1	id	text	f
public	ai_contexts	2	organization_id	text	f
public	ai_contexts	3	name	text	f
public	ai_contexts	4	type	text	t
public	ai_contexts	5	content	text	t
public	ai_contexts	6	priority	integer	t
public	ai_contexts	7	is_active	integer	t
public	ai_contexts	8	created_at	timestamp with time zone	t
public	ai_contexts	9	updated_at	timestamp with time zone	t
public	ai_conversation_context	1	id	text	f
public	ai_conversation_context	2	conversation_id	text	f
public	ai_conversation_context	3	context_type	text	f
public	ai_conversation_context	4	context_id	text	t
public	ai_conversation_context	5	context_data	text	t
public	ai_conversation_context	6	is_active	integer	t
public	ai_conversation_context	7	created_at	timestamp without time zone	t
public	ai_conversations	1	id	text	f
public	ai_conversations	2	user_id	text	t
public	ai_conversations	3	organization_id	text	t
public	ai_conversations	4	title	text	t
public	ai_conversations	5	model	text	t
public	ai_conversations	6	context_json	text	t
public	ai_conversations	7	status	text	t
public	ai_conversations	8	message_count	integer	t
public	ai_conversations	9	total_tokens	integer	t
public	ai_conversations	10	created_at	timestamp with time zone	t
public	ai_conversations	11	updated_at	timestamp with time zone	t
public	ai_conversations	12	project_id	character varying(255)	t
public	ai_cost_alerts_sent	1	id	text	f
public	ai_cost_alerts_sent	2	organization_id	text	f
public	ai_cost_alerts_sent	3	threshold	integer	f
public	ai_cost_alerts_sent	4	period_start	text	f
public	ai_cost_alerts_sent	5	sent_at	text	f
public	ai_cost_tracking	1	id	text	f
public	ai_cost_tracking	2	organization_id	text	f
public	ai_cost_tracking	3	month	text	f
