product,scope_type,asset_slug,role,source_prompt_path,source_status,generation_action,recommended_priority,is_archive,active_generation_target,output_dir,output_filename,meta_filename,usage
Consultify,blog,07_competitive_intelligence,hero,Consultify/Blog/07_competitive_intelligence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/07_competitive_intelligence/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,07_competitive_intelligence,analytical,Consultify/Blog/07_competitive_intelligence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/07_competitive_intelligence/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,07_competitive_intelligence,social,Consultify/Blog/07_competitive_intelligence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/07_competitive_intelligence/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,08_strategic_alignment,hero,Consultify/Blog/08_strategic_alignment/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/08_strategic_alignment/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,08_strategic_alignment,analytical,Consultify/Blog/08_strategic_alignment/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/08_strategic_alignment/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,08_strategic_alignment,social,Consultify/Blog/08_strategic_alignment/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/08_strategic_alignment/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,09_data_first_strategy,hero,Consultify/Blog/09_data_first_strategy/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/09_data_first_strategy/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,09_data_first_strategy,analytical,Consultify/Blog/09_data_first_strategy/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/09_data_first_strategy/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,09_data_first_strategy,social,Consultify/Blog/09_data_first_strategy/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/09_data_first_strategy/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,10_decision_latency,hero,Consultify/Blog/10_decision_latency/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/10_decision_latency/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,10_decision_latency,analytical,Consultify/Blog/10_decision_latency/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/10_decision_latency/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,10_decision_latency,social,Consultify/Blog/10_decision_latency/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/10_decision_latency/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,11_strategic_reporting,hero,Consultify/Blog/11_strategic_reporting/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/11_strategic_reporting/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,11_strategic_reporting,analytical,Consultify/Blog/11_strategic_reporting/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/11_strategic_reporting/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,11_strategic_reporting,social,Consultify/Blog/11_strategic_reporting/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/11_strategic_reporting/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,12_okr_management,hero,Consultify/Blog/12_okr_management/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/12_okr_management/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,12_okr_management,analytical,Consultify/Blog/12_okr_management/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/12_okr_management/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,12_okr_management,social,Consultify/Blog/12_okr_management/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/12_okr_management/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,13_why_board_updates_should_come_from_live_transformation_systems,hero,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,13_why_board_updates_should_come_from_live_transformation_systems,analytical,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,13_why_board_updates_should_come_from_live_transformation_systems,social,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/13_why_board_updates_should_come_from_live_transformation_systems/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,14_why_strategy_workshops_fail_without_execution_system,hero,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,14_why_strategy_workshops_fail_without_execution_system,analytical,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,14_why_strategy_workshops_fail_without_execution_system,social,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/14_why_strategy_workshops_fail_without_execution_system/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,15_how_to_keep_transformation_roi_visible_after_kickoff,hero,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,15_how_to_keep_transformation_roi_visible_after_kickoff,analytical,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,15_how_to_keep_transformation_roi_visible_after_kickoff,social,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,16_why_steering_committees_fail_when_the_system_is_static,hero,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,16_why_steering_committees_fail_when_the_system_is_static,analytical,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,16_why_steering_committees_fail_when_the_system_is_static,social,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,17_why_transformation_programs_need_one_source_of_truth,hero,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,17_why_transformation_programs_need_one_source_of_truth,analytical,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,17_why_transformation_programs_need_one_source_of_truth,social,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,18_how_to_turn_leadership_decisions_into_owned_initiatives,hero,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,18_how_to_turn_leadership_decisions_into_owned_initiatives,analytical,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,18_how_to_turn_leadership_decisions_into_owned_initiatives,social,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,19_why_transformation_portfolios_fail_without_live_prioritization,hero,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,19_why_transformation_portfolios_fail_without_live_prioritization,analytical,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,19_why_transformation_portfolios_fail_without_live_prioritization,social,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,20_how_to_keep_leadership_alignment_after_the_offsite,hero,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,20_how_to_keep_leadership_alignment_after_the_offsite,analytical,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,20_how_to_keep_leadership_alignment_after_the_offsite,social,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,21_how_to_defend_transformation_investment_with_live_value_evidence,hero,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,21_how_to_defend_transformation_investment_with_live_value_evidence,analytical,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,21_how_to_defend_transformation_investment_with_live_value_evidence,social,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,22_what_monthly_transformation_reviews_should_actually_decide,hero,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,22_what_monthly_transformation_reviews_should_actually_decide,analytical,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,22_what_monthly_transformation_reviews_should_actually_decide,social,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,23_how_to_run_quarterly_transformation_resets_without_losing_momentum,hero,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,23_how_to_run_quarterly_transformation_resets_without_losing_momentum,analytical,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,23_how_to_run_quarterly_transformation_resets_without_losing_momentum,social,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,24_what_a_transformation_pmo_should_track_every_week,hero,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,24_what_a_transformation_pmo_should_track_every_week,analytical,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,24_what_a_transformation_pmo_should_track_every_week,social,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,25_how_to_cut_dead_initiatives_without_political_drift,hero,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,25_how_to_cut_dead_initiatives_without_political_drift,analytical,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,25_how_to_cut_dead_initiatives_without_political_drift,social,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course,hero,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course,analytical,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course,social,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,27_how_to_make_strategy_assumptions_visible_before_the_board_review,hero,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,27_how_to_make_strategy_assumptions_visible_before_the_board_review,analytical,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,27_how_to_make_strategy_assumptions_visible_before_the_board_review,social,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,28_why_transformation_capacity_breaks_before_strategy_does,hero,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,28_why_transformation_capacity_breaks_before_strategy_does,analytical,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,28_why_transformation_capacity_breaks_before_strategy_does,social,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,29_how_to_link_transformation_initiatives_to_budget_reality,hero,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,29_how_to_link_transformation_initiatives_to_budget_reality,analytical,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,29_how_to_link_transformation_initiatives_to_budget_reality,social,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
Consultify,blog,30_what_executive_sponsors_should_never_delegate_in_transformation,hero,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/assets/images,hero_16x9_v1.png,hero_16x9_v1.meta.json,website|social|newsletter
Consultify,blog,30_what_executive_sponsors_should_never_delegate_in_transformation,analytical,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/assets/images,analytical_16x9_v1.png,analytical_16x9_v1.meta.json,website|newsletter
Consultify,blog,30_what_executive_sponsors_should_never_delegate_in_transformation,social,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/image-prompts.md,explicit,generate_now,P1,false,true,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/assets/images,social_1x1_v1.png,social_1x1_v1.meta.json,website|social|newsletter
