slug,article_EN,article_PL,article_DE
25_how_to_cut_dead_initiatives_without_political_drift,25_how_to_cut_dead_initiatives_without_political_drift/article_EN.md,25_how_to_cut_dead_initiatives_without_political_drift/article_PL.md,25_how_to_cut_dead_initiatives_without_political_drift/article_DE.md
26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/article_EN.md,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/article_PL.md,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/article_DE.md
27_how_to_make_strategy_assumptions_visible_before_the_board_review,27_how_to_make_strategy_assumptions_visible_before_the_board_review/article_EN.md,27_how_to_make_strategy_assumptions_visible_before_the_board_review/article_PL.md,27_how_to_make_strategy_assumptions_visible_before_the_board_review/article_DE.md
28_why_transformation_capacity_breaks_before_strategy_does,28_why_transformation_capacity_breaks_before_strategy_does/article_EN.md,28_why_transformation_capacity_breaks_before_strategy_does/article_PL.md,28_why_transformation_capacity_breaks_before_strategy_does/article_DE.md
29_how_to_link_transformation_initiatives_to_budget_reality,29_how_to_link_transformation_initiatives_to_budget_reality/article_EN.md,29_how_to_link_transformation_initiatives_to_budget_reality/article_PL.md,29_how_to_link_transformation_initiatives_to_budget_reality/article_DE.md
30_what_executive_sponsors_should_never_delegate_in_transformation,30_what_executive_sponsors_should_never_delegate_in_transformation/article_EN.md,30_what_executive_sponsors_should_never_delegate_in_transformation/article_PL.md,30_what_executive_sponsors_should_never_delegate_in_transformation/article_DE.md
31_how_to_build_a_live_transformation_risk_register,31_how_to_build_a_live_transformation_risk_register/article_EN.md,31_how_to_build_a_live_transformation_risk_register/article_PL.md,31_how_to_build_a_live_transformation_risk_register/article_DE.md
32_when_a_transformation_program_needs_intervention_not_more_reporting,32_when_a_transformation_program_needs_intervention_not_more_reporting/article_EN.md,32_when_a_transformation_program_needs_intervention_not_more_reporting/article_PL.md,32_when_a_transformation_program_needs_intervention_not_more_reporting/article_DE.md
33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes,33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes/article_EN.md,33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes/article_PL.md,33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes/article_DE.md
34_when_a_transformation_portfolio_should_stop_funding_an_initiative,34_when_a_transformation_portfolio_should_stop_funding_an_initiative/article_EN.md,34_when_a_transformation_portfolio_should_stop_funding_an_initiative/article_PL.md,34_when_a_transformation_portfolio_should_stop_funding_an_initiative/article_DE.md
35_what_a_good_escalation_path_looks_like_in_cross_functional_programs,35_what_a_good_escalation_path_looks_like_in_cross_functional_programs/article_EN.md,35_what_a_good_escalation_path_looks_like_in_cross_functional_programs/article_PL.md,35_what_a_good_escalation_path_looks_like_in_cross_functional_programs/article_DE.md
36_how_to_reduce_governance_debt_in_large_transformation_programs,36_how_to_reduce_governance_debt_in_large_transformation_programs/article_EN.md,36_how_to_reduce_governance_debt_in_large_transformation_programs/article_PL.md,36_how_to_reduce_governance_debt_in_large_transformation_programs/article_DE.md
37_when_transformation_metrics_start_driving_the_wrong_behavior,37_when_transformation_metrics_start_driving_the_wrong_behavior/article_EN.md,37_when_transformation_metrics_start_driving_the_wrong_behavior/article_PL.md,37_when_transformation_metrics_start_driving_the_wrong_behavior/article_DE.md
38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater,38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater/article_EN.md,38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater/article_PL.md,38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater/article_DE.md
39_what_executives_should_require_before_approving_the_next_wave_of_change,39_what_executives_should_require_before_approving_the_next_wave_of_change/article_EN.md,39_what_executives_should_require_before_approving_the_next_wave_of_change/article_PL.md,39_what_executives_should_require_before_approving_the_next_wave_of_change/article_DE.md
40_how_to_prove_transformation_value_before_the_full_program_finishes,40_how_to_prove_transformation_value_before_the_full_program_finishes/article_EN.md,40_how_to_prove_transformation_value_before_the_full_program_finishes/article_PL.md,40_how_to_prove_transformation_value_before_the_full_program_finishes/article_DE.md
41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green,41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green/article_EN.md,41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green/article_PL.md,41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green/article_DE.md
42_how_to_reset_transformation_control_after_a_missed_quarter,42_how_to_reset_transformation_control_after_a_missed_quarter/article_EN.md,42_how_to_reset_transformation_control_after_a_missed_quarter/article_PL.md,42_how_to_reset_transformation_control_after_a_missed_quarter/article_DE.md
43_how_to_define_decision_rights_in_a_transformation_operating_system,43_how_to_define_decision_rights_in_a_transformation_operating_system/article_EN.md,43_how_to_define_decision_rights_in_a_transformation_operating_system/article_PL.md,43_how_to_define_decision_rights_in_a_transformation_operating_system/article_DE.md
44_what_a_board_ready_transformation_packet_should_include_every_time,44_what_a_board_ready_transformation_packet_should_include_every_time/article_EN.md,44_what_a_board_ready_transformation_packet_should_include_every_time/article_PL.md,44_what_a_board_ready_transformation_packet_should_include_every_time/article_DE.md
45_when_to_rewrite_a_transformation_business_case_and_when_not_to,45_when_to_rewrite_a_transformation_business_case_and_when_not_to/article_EN.md,45_when_to_rewrite_a_transformation_business_case_and_when_not_to/article_PL.md,45_when_to_rewrite_a_transformation_business_case_and_when_not_to/article_DE.md
46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos,46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos/article_EN.md,46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos/article_PL.md,46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos/article_DE.md
47_what_a_good_transformation_capacity_model_should_make_visible,47_what_a_good_transformation_capacity_model_should_make_visible/article_EN.md,47_what_a_good_transformation_capacity_model_should_make_visible/article_PL.md,47_what_a_good_transformation_capacity_model_should_make_visible/article_DE.md
48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem,48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem/article_EN.md,48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem/article_PL.md,48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem/article_DE.md
49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory,49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory/article_EN.md,49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory/article_PL.md,49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory/article_DE.md
50_how_to_turn_transformation_management_into_a_repeatable_operating_system,50_how_to_turn_transformation_management_into_a_repeatable_operating_system/article_EN.md,50_how_to_turn_transformation_management_into_a_repeatable_operating_system/article_PL.md,50_how_to_turn_transformation_management_into_a_repeatable_operating_system/article_DE.md
